IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.205.188,2053,2053,true,SIN,Asia Pacific,Singapore,188,6.34
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,175,4.80
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,190,4.48
47.236.180.24,2053,2053,true,SIN,Asia Pacific,Singapore,187,3.66
47.237.0.31,2053,2053,true,SIN,Asia Pacific,Singapore,142,2.78
47.236.164.215,2053,2053,true,SIN,Asia Pacific,Singapore,183,2.00
47.237.81.112,2053,2053,true,SIN,Asia Pacific,Singapore,143,1.75
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,118,1.28
47.237.84.173,2053,2053,true,SIN,Asia Pacific,Singapore,139,1.22
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,186,0.76
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,144,0.65
3.67.225.26,2053,443,true,FRA,Europe,Frankfurt,522,0.64
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,143,0.57
47.237.10.1,2053,2053,true,SIN,Asia Pacific,Singapore,142,0.56
47.236.75.152,2053,2053,true,SIN,Asia Pacific,Singapore,170,0.46
47.236.80.110,2053,2053,true,SIN,Asia Pacific,Singapore,183,0.41
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,178,0.38
47.76.178.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,0.25
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,143,0.17
34.248.92.219,2053,443,true,DUB,Europe,Dublin,507,0.16
54.195.152.107,2053,443,true,DUB,Europe,Dublin,569,0.13
54.149.153.213,2053,443,true,SEA,North America,Seattle,467,0.12
18.237.176.63,2053,443,true,SEA,North America,Seattle,245,0.11
20.240.254.247,2053,443,true,ARN,Europe,Stockholm,579,0.10
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,649,0.10
3.123.94.149,2053,443,true,FRA,Europe,Frankfurt,509,0.10
18.159.200.98,2053,443,true,FRA,Europe,Frankfurt,494,0.07
54.176.250.14,2053,443,true,SJC,North America,San Jose,413,0.07
3.126.221.11,2053,443,true,FRA,Europe,Frankfurt,486,0.06
4.182.170.38,2053,443,true,FRA,Europe,Frankfurt,545,0.05
3.140.142.249,2053,443,true,ORD,North America,Chicago,555,0.05
152.70.155.147,2053,2053,true,LAX,North America,Los Angeles,257,0.04
193.123.61.142,2053,443,true,AMS,Europe,Amsterdam,565,0.04
3.139.198.114,2053,443,true,ORD,North America,Chicago,535,0.04
3.98.54.22,2053,443,true,YUL,North America,Montréal,577,0.03
89.168.43.31,2053,443,true,CDG,Europe,Paris,625,0.03
52.209.187.247,2053,443,true,DUB,Europe,Dublin,316,0.02
54.74.164.212,2053,443,true,DUB,Europe,Dublin,571,0.01
150.230.20.156,2053,0,true,AMS,Europe,Amsterdam,554,0.00
52.143.190.174,2053,443,true,CDG,Europe,Paris,502,0.00
158.101.169.13,2053,0,true,FRA,Europe,Frankfurt,559,0.00
18.153.249.28,2053,2053,true,FRA,Europe,Frankfurt,262,0.00
64.110.86.92,2053,0,true,ICN,Asia Pacific,Seoul,240,0.00
